Row_ID_O6G3A1_R6|Order_ID|Order_Date|Ship_Date|Ship_Mode|Customer_ID|Customer_Name|Segment|Country|City|State|Region|Product_ID|Category|Sub_Category|Product_Name|Sales|Quantity|Profit|Returns|Payment_Mode|ind1|ind2
8508|CA-2019-130400|2019-03-08|2019-03-12|Standard Class|SJ-20125|Sanjit Jacobs|Home Office|United States|Dallas|Texas|Central|OFF-EN-10001453|Office Supplies|Envelopes|"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box"|146.3520050048828|3|49.393798828125|#N/A|Cards||
8512|CA-2019-103359|2019-12-22|2019-12-26|Standard Class|LC-16885|Lena Creighton|Consumer|United States|New York City|New York|East|OFF-BI-10004233|Office Supplies|Binders|"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11"""|25.583999633789062|2|8.954400062561035|#N/A|COD||
8513|CA-2019-144645|2019-02-02|2019-02-08|Standard Class|NS-18640|Noel Staavos|Corporate|United States|Houston|Texas|Central|FUR-FU-10003601|Furniture|Furnishings|Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting|73.78399658203125|2|-77.47319793701172|#N/A|COD||
8514|CA-2020-141614|2020-06-05|2020-06-09|Standard Class|NS-18640|Noel Staavos|Corporate|United States|Orlando|Florida|South|OFF-PA-10002787|Office Supplies|Paper|Xerox 227|118.73600006103516|4|7.257599830627441|#N/A|COD||
8517|CA-2019-132899|2019-04-07|2019-04-11|Standard Class|SF-20200|Sarah Foster|Consumer|United States|New York City|New York|East|OFF-AR-10002833|Office Supplies|Art|Newell 322|3.640000104904175|2|0.9828000068664551|#N/A|Online||
8518|CA-2020-149720|2020-06-04|2020-06-07|Second Class|EM-14065|Erin Mull|Consumer|United States|Frisco|Texas|Central|FUR-FU-10002501|Furniture|Furnishings|Nu-Dell Executive Frame|133.33599853515625|6|-17.443199157714844|#N/A|COD||
8519|CA-2020-118003|2020-12-04|2020-12-10|Standard Class|DO-13645|Doug O'Connell|Consumer|United States|Paterson|New Jersey|East|FUR-FU-10002506|Furniture|Furnishings|"Tensor ""Hersey Kiss"" Styled Floor Lamp"|106.98999786376953|1|1.5587999820709229|#N/A|Online||
8520|CA-2020-118003|2020-12-04|2020-12-10|Standard Class|DO-13645|Doug O'Connell|Consumer|United States|Paterson|New Jersey|East|FUR-CH-10003817|Furniture|Chairs|Global Value Steno Chair, Gray|216.22000122070312|3|45.55500030517578|#N/A|COD||
8521|CA-2020-118003|2020-12-04|2020-12-10|Standard Class|DO-13645|Doug O'Connell|Consumer|United States|Paterson|New Jersey|East|FUR-CH-10004860|Furniture|Chairs|Global Low Back Tilter Chair|314.94000244140625|3|18.17639923095703|#N/A|Cards||
8522|CA-2019-141887|2019-01-11|2019-01-15|Standard Class|MP-17470|Mark Packer|Home Office|United States|Columbus|Ohio|East|FUR-FU-10002268|Furniture|Furnishings|Ultra Door Push Plate|54.992000579833984|14|8.936200141906738|#N/A|Online||
8523|US-2019-160206|2019-04-01|2019-04-07|Standard Class|MY-18295|Muhammed Yedwab|Corporate|United States|Milwaukee|Wisconsin|Central|TEC-PH-10000148|Technology|Phones|Cyber Acoustics AC-202b Speech Recognition Stereo Headset|12.989999771118164|1|0.259799987077713|#N/A|Online||
8524|CA-2020-133074|2020-09-21|2020-09-25|Standard Class|DB-13615|Doug Bickford|Consumer|United States|San Francisco|California|West|OFF-PA-10004082|Office Supplies|Paper|Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book|165.86000061035156|7|27.93000030517578|#N/A|COD||
8525|CA-2020-161172|2020-03-16|2020-03-16|Same Day|SP-20920|Susan Pistek|Consumer|United States|Columbus|Ohio|East|TEC-PH-10004348|Technology|Phones|OtterBox Defender Series Case - iPhone 5c|128.37600708007812|2|-7.395999908447266|#N/A|Online||
8526|CA-2020-161172|2020-03-16|2020-03-16|Same Day|SP-20920|Susan Pistek|Consumer|United States|Columbus|Ohio|East|FUR-FU-10003424|Furniture|Furnishings|Nu-Dell Oak Frame|168.26400756835938|6|7.689599990844727|#N/A|COD||
8527|CA-2020-161172|2020-03-16|2020-03-16|Same Day|SP-20920|Susan Pistek|Consumer|United States|Columbus|Ohio|East|OFF-BI-10004654|Office Supplies|Binders|Avery Binding System Hidden Tab Executive Style Index Sets|125.19300079345703|3|-3.4619998931884766|#N/A|Online||
8528|CA-2020-161172|2020-03-16|2020-03-16|Same Day|SP-20920|Susan Pistek|Consumer|United States|Columbus|Ohio|East|TEC-AC-10004571|Technology|Accessories|Logitech G700s Rechargeable Gaming Mouse|197.98399353027344|2|43.995601654052734|#N/A|Cards||
8529|CA-2020-161172|2020-03-16|2020-03-16|Same Day|SP-20920|Susan Pistek|Consumer|United States|Columbus|Ohio|East|OFF-ST-10000675|Office Supplies|Storage|File Shuttle II and Handi-File, Black|169.2239990234375|2|3.3889999389648438|#N/A|Cards||
8530|CA-2020-137624|2020-11-10|2020-11-17|Standard Class|ME-17320|Maria Etezadi|Home Office|United States|Los Angeles|California|West|FUR-CH-10001714|Furniture|Chairs|Global Leather & Oak Executive Chair, Burgundy|273.42401123046875|2|-36.213600158691406|#N/A|Online||
8531|CA-2019-156748|2019-11-30|2019-12-06|Standard Class|BS-11755|Bruce Stewart|Consumer|United States|Detroit|Michigan|Central|OFF-PA-10000380|Office Supplies|Paper|"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages"|33.36000061035156|4|16.68000030517578|#N/A|Online||
8532|CA-2019-156748|2019-11-30|2019-12-06|Standard Class|BS-11755|Bruce Stewart|Consumer|United States|Detroit|Michigan|Central|OFF-PA-10002713|Office Supplies|Paper|Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”|13.760000228881836|2|6.329599857330322|#N/A|COD||
8533|CA-2019-156748|2019-11-30|2019-12-06|Standard Class|BS-11755|Bruce Stewart|Consumer|United States|Detroit|Michigan|Central|OFF-ST-10001370|Office Supplies|Storage|Sensible Storage WireTech Storage Systems|496.8599853515625|7|24.843000411987305|#N/A|Cards||
8534|CA-2019-156748|2019-11-30|2019-12-06|Standard Class|BS-11755|Bruce Stewart|Consumer|United States|Detroit|Michigan|Central|FUR-CH-10000513|Furniture|Chairs|High-Back Leather Manager's Chair|389.9700012207031|3|35.0973014831543|#N/A|Cards||
8540|CA-2020-147354|2020-03-09|2020-03-13|Standard Class|KB-16315|Karl Braun|Consumer|United States|Los Angeles|California|West|TEC-CO-10000971|Technology|Copiers|Hewlett Packard 310 Color Digital Copier|521.9840087890625|2|59.99800109863281|#N/A|Online||
8541|CA-2020-147354|2020-03-09|2020-03-13|Standard Class|KB-16315|Karl Braun|Consumer|United States|Los Angeles|California|West|OFF-BI-10003910|Office Supplies|Binders|DXL Angle-View Binders with Locking Rings by Samsill|112.83999633789062|5|9.637499809265137|#N/A|Online||
8545|CA-2019-119074|2019-03-27|2019-03-31|Standard Class|DS-13180|David Smith|Corporate|United States|Columbus|Georgia|South|FUR-FU-10004053|Furniture|Furnishings|DAX Two-Tone Silver Metal Document Frame|20.239999771118164|1|8.703200340270996|#N/A|Online||
8546|CA-2019-119074|2019-03-27|2019-03-31|Standard Class|DS-13180|David Smith|Corporate|United States|Columbus|Georgia|South|FUR-FU-10003731|Furniture|Furnishings|Eldon Expressions Wood and Plastic Desk Accessories, Oak|39.91999816894531|4|11.177599906921387|#N/A|COD||
8547|CA-2019-119074|2019-03-27|2019-03-31|Standard Class|DS-13180|David Smith|Corporate|United States|Columbus|Georgia|South|OFF-BI-10000962|Office Supplies|Binders|"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8"""|32.540000915527344|2|15.944600105285645|#N/A|COD||
8554|US-2020-102904|2020-11-13|2020-11-20|Standard Class|CB-12025|Cassandra Brandow|Consumer|United States|Decatur|Alabama|South|TEC-AC-10000927|Technology|Accessories|Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand|253.9199981689453|8|23.992000579833984|#N/A|Online||
8555|CA-2019-102092|2019-12-09|2019-12-11|First Class|PM-18940|Paul MacIntyre|Consumer|United States|Springfield|Virginia|South|FUR-TA-10002530|Furniture|Tables|"Iceberg OfficeWorks 42"" Round Tables"|1056.8599853515625|7|158.5290069580078|#N/A|Online||
8558|CA-2019-132829|2019-12-23|2019-12-26|Second Class|LA-16780|Laura Armstrong|Corporate|United States|Houston|Texas|Central|TEC-PH-10004539|Technology|Phones|Wireless Extenders zBoost YX545 SOHO Signal Booster|453.57598876953125|3|39.68790054321289|#N/A|Online||
8559|CA-2019-132829|2019-12-23|2019-12-26|Second Class|LA-16780|Laura Armstrong|Corporate|United States|Houston|Texas|Central|OFF-LA-10002945|Office Supplies|Labels|Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White|45.36000061035156|9|14.741999626159668|#N/A|Cards||
8560|CA-2019-132829|2019-12-23|2019-12-26|Second Class|LA-16780|Laura Armstrong|Corporate|United States|Houston|Texas|Central|TEC-PH-10004345|Technology|Phones|Cisco SPA 502G IP Phone|287.8800048828125|3|35.98500061035156|#N/A|Online||
8561|CA-2019-132829|2019-12-23|2019-12-26|Second Class|LA-16780|Laura Armstrong|Corporate|United States|Houston|Texas|Central|TEC-PH-10004912|Technology|Phones|Cisco SPA112 2 Port Phone Adapter|131.8800048828125|3|14.83650016784668|#N/A|Cards||
8562|CA-2019-132829|2019-12-23|2019-12-26|Second Class|LA-16780|Laura Armstrong|Corporate|United States|Houston|Texas|Central|FUR-FU-10000206|Furniture|Furnishings|GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs|2.328000068664551|2|-0.756600022315979|#N/A|COD||
8563|CA-2019-123540|2019-04-02|2019-04-06|Second Class|DJ-13420|Denny Joy|Corporate|United States|Milwaukee|Wisconsin|Central|FUR-CH-10000847|Furniture|Chairs|Global Executive Mid-Back Manager's Chair|1454.9000244140625|5|378.27398681640625|#N/A|COD||
8564|US-2020-108315|2020-04-30|2020-05-04|Standard Class|MH-18115|Mick Hernandez|Home Office|United States|Sanford|Florida|South|OFF-BI-10000822|Office Supplies|Binders|"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11"""|126.84200286865234|3|-3.550800085067749|#N/A|Online||
8565|US-2020-108315|2020-04-30|2020-05-04|Standard Class|MH-18115|Mick Hernandez|Home Office|United States|Sanford|Florida|South|FUR-FU-10000747|Furniture|Furnishings|Tenex B1-RE Series Chair Mats for Low Pile Carpets|256.7040100097656|6|-8.276399612426758|#N/A|COD||
8566|CA-2019-134110|2019-11-17|2019-11-18|First Class|BG-11035|Barry Gonzalez|Consumer|United States|The Colony|Texas|Central|TEC-PH-10002350|Technology|Phones|Apple EarPods with Remote and Mic|67.1760025024414|3|6.717599868774414|#N/A|Online||
8567|CA-2019-134110|2019-11-17|2019-11-18|First Class|BG-11035|Barry Gonzalez|Consumer|United States|The Colony|Texas|Central|OFF-PA-10000697|Office Supplies|Paper|TOPS Voice Message Log Book, Flash Format|15.232000350952148|4|5.521599769592285|#N/A|Online||
8568|US-2019-136581|2019-11-10|2019-11-12|First Class|SV-20365|Seth Vernon|Consumer|United States|Troy|Ohio|East|OFF-PA-10002787|Office Supplies|Paper|Xerox 227|31.104000091552734|6|10.88640022277832|#N/A|COD||
8569|CA-2019-162390|2019-12-06|2019-12-12|Standard Class|DP-13105|Dave Poirier|Corporate|United States|Hempstead|New York|East|OFF-BI-10004318|Office Supplies|Binders|Ibico EB-19 Dual Function Manual Binding System|968.7440185546875|7|314.841796875|#N/A|COD||
8570|CA-2019-162390|2019-12-06|2019-12-12|Standard Class|DP-13105|Dave Poirier|Corporate|United States|Hempstead|New York|East|OFF-BI-10001721|Office Supplies|Binders|Trimflex Flexible Post Binders|222.3520050048828|13|77.82319641113281|#N/A|Online||
8571|CA-2019-162390|2019-12-06|2019-12-12|Standard Class|DP-13105|Dave Poirier|Corporate|United States|Hempstead|New York|East|TEC-CO-10004202|Technology|Copiers|Brother DCP1000 Digital 3 in 1 Multifunction Machine|479.9840087890625|2|89.99700164794922|#N/A|COD||
8572|CA-2019-162222|2019-04-03|2019-04-03|Same Day|SR-20740|Steven Roelle|Home Office|United States|Dallas|Texas|Central|OFF-PA-10003893|Office Supplies|Paper|Xerox 1962|10.272000312805176|3|3.2100000381469727|#N/A|COD||
8576|CA-2020-101273|2020-08-27|2020-08-30|Second Class|ST-20530|Shui Tom|Consumer|United States|Port Saint Lucie|Florida|South|OFF-AP-10000804|Office Supplies|Appliances|Hoover Portapower Portable Vacuum|125.33599853515625|4|0.8960000276565552|1|COD||
8577|CA-2020-106747|2020-07-03|2020-07-04|First Class|TS-21505|Tony Sayre|Consumer|United States|Concord|New Hampshire|East|FUR-FU-10004188|Furniture|Furnishings|Luxo Professional Combination Clamp-On Lamps|150.3000030517578|1|26.597999572753906|#N/A|COD||
8578|CA-2020-146164|2020-12-22|2020-12-26|Standard Class|CM-12190|Charlotte Melton|Consumer|United States|Rochester|Minnesota|Central|FUR-TA-10004915|Furniture|Tables|"Office Impressions End Table, 20-1/2""H x 24""W x 20""D"|463.5199890136719|2|97.20320129394531|#N/A|COD||
8579|CA-2020-146164|2020-12-22|2020-12-26|Standard Class|CM-12190|Charlotte Melton|Consumer|United States|Rochester|Minnesota|Central|OFF-ST-10001228|Office Supplies|Storage|Personal File Boxes with Fold-Down Carry Handle|132.16000366210938|2|7.789999961853027|#N/A|Online||
8580|CA-2019-111605|2019-12-27|2020-01-02|Standard Class|JW-15955|Joni Wasserman|Consumer|United States|Louisville|Kentucky|South|OFF-LA-10002368|Office Supplies|Labels|Avery 479|2.609999895095825|1|1.200600028038025|#N/A|COD||
8586|US-2020-132927|2020-12-09|2020-12-15|Standard Class|RD-19720|Roger Demir|Consumer|United States|Philadelphia|Pennsylvania|East|OFF-BI-10001116|Office Supplies|Binders|"Wilson Jones 1"" Hanging DublLock Ring Binders"|106.08799743652344|7|-8.131199836730957|#N/A|Online||
8587|CA-2020-162015|2020-07-11|2020-07-18|Standard Class|KB-16240|Karen Bern|Corporate|United States|Los Angeles|California|West|TEC-AC-10003832|Technology|Accessories|Logitech P710e Mobile Speakerphone|1300.449951171875|5|244.61549377441406|#N/A|Online||
8588|CA-2020-162015|2020-07-11|2020-07-18|Standard Class|KB-16240|Karen Bern|Corporate|United States|Los Angeles|California|West|OFF-AP-10003040|Office Supplies|Appliances|Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection|202.10000610351562|5|43.70600128173828|#N/A|Online||
8590|CA-2020-145338|2020-01-29|2020-02-01|First Class|BD-11770|Bryan Davis|Consumer|United States|Philadelphia|Pennsylvania|East|OFF-AR-10002053|Office Supplies|Art|Premium Writing Pencils, Soft, #2 by Central Association for the Blind|102.76799774169922|2|0.47679999470710754|#N/A|Online||
8591|CA-2020-126676|2020-09-29|2020-10-01|First Class|FH-14365|Fred Hopkins|Corporate|United States|Hempstead|New York|East|OFF-EN-10004846|Office Supplies|Envelopes|Letter or Legal Size Expandable Poly String Tie Envelopes|122.9800033569336|3|3.9102001190185547|#N/A|Online||
8592|CA-2020-101700|2020-04-23|2020-04-26|First Class|SO-20335|Sean O'Donnell|Consumer|United States|Greeley|Colorado|West|OFF-EN-10003134|Office Supplies|Envelopes|Staple envelope|131.68800354003906|2|7.007999897003174|1|COD||
8593|CA-2020-101700|2020-04-23|2020-04-26|First Class|SO-20335|Sean O'Donnell|Consumer|United States|Greeley|Colorado|West|FUR-FU-10001025|Furniture|Furnishings|Eldon Imàge Series Desk Accessories, Clear|114.66400146484375|3|3.3533999919891357|1|Online||
8594|CA-2020-159667|2020-11-09|2020-11-13|Standard Class|PM-19135|Peter McVee|Home Office|United States|Jacksonville|Florida|South|TEC-AC-10002567|Technology|Accessories|Logitech G602 Wireless Gaming Mouse|201.9759979248047|3|38.395198822021484|#N/A|Cards||
8595|CA-2020-159667|2020-11-09|2020-11-13|Standard Class|PM-19135|Peter McVee|Home Office|United States|Jacksonville|Florida|South|TEC-PH-10004094|Technology|Phones|Motorola L703CM|36.167999267578125|4|31.197999954223633|#N/A|Online||
8598|US-2019-117387|2019-10-27|2019-10-31|Standard Class|PA-19060|Pete Armstrong|Home Office|United States|San Francisco|California|West|OFF-BI-10004308|Office Supplies|Binders|Avery Legal 4-Ring Binder|67.13600158691406|4|25.176000595092773|#N/A|Online||
8604|US-2019-116365|2019-01-03|2019-01-08|Standard Class|CA-12310|Christine Abelman|Corporate|United States|San Antonio|Texas|Central|TEC-AC-10002217|Technology|Accessories|Imation Clip USB flash drive - 8 GB|30.079999923706055|2|-5.263999938964844|#N/A|Online||
8605|US-2019-116365|2019-01-03|2019-01-08|Standard Class|CA-12310|Christine Abelman|Corporate|United States|San Antonio|Texas|Central|TEC-AC-10002942|Technology|Accessories|WD My Passport Ultra 1TB Portable External Hard Drive|165.60000610351562|3|-6.210000038146973|#N/A|Online||
8606|US-2019-116365|2019-01-03|2019-01-08|Standard Class|CA-12310|Christine Abelman|Corporate|United States|San Antonio|Texas|Central|TEC-PH-10002890|Technology|Phones|AT&T 17929 Lendline Telephone|180.9600067138672|5|13.571999549865723|#N/A|Cards||
8607|CA-2020-162936|2020-08-18|2020-08-22|Standard Class|CM-12160|Charles McCrossin|Consumer|United States|New Bedford|Massachusetts|East|TEC-AC-10003614|Technology|Accessories|Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack|142.17999267578125|2|7.649400234222412|#N/A|Cards||
8612|CA-2020-123624|2020-11-13|2020-11-17|Second Class|SE-20110|Sanjit Engle|Consumer|United States|Oxnard|California|West|TEC-AC-10000682|Technology|Accessories|Kensington K72356US Mouse-in-a-Box USB Desktop Mouse|151.9499969482422|5|29.032499313354492|#N/A|COD||
8613|CA-2019-146437|2019-01-28|2019-02-01|Second Class|HG-14965|Henry Goldwyn|Corporate|United States|Los Angeles|California|West|OFF-AR-10000588|Office Supplies|Art|Newell 345|39.68000030517578|2|10.316800117492676|#N/A|COD||
8614|CA-2019-138233|2019-11-09|2019-11-14|Standard Class|PF-19165|Philip Fox|Consumer|United States|Oakland|California|West|TEC-AC-10002001|Technology|Accessories|Logitech Wireless Gaming Headset G930|479.9700012207031|3|177.58889770507812|#N/A|Online||
8615|CA-2019-165918|2019-09-10|2019-09-14|Standard Class|BD-11770|Bryan Davis|Consumer|United States|Edmonds|Washington|West|OFF-LA-10003720|Office Supplies|Labels|Avery 487|7.380000114440918|2|3.468600034713745|#N/A|Online||
8616|CA-2019-165918|2019-09-10|2019-09-14|Standard Class|BD-11770|Bryan Davis|Consumer|United States|Edmonds|Washington|West|OFF-BI-10004364|Office Supplies|Binders|Storex Dura Pro Binders|14.255999565124512|3|4.454999923706055|#N/A|Online||
8617|CA-2019-165918|2019-09-10|2019-09-14|Standard Class|BD-11770|Bryan Davis|Consumer|United States|Edmonds|Washington|West|OFF-PA-10000100|Office Supplies|Paper|Xerox 1945|81.9800033569336|2|40.17020034790039|#N/A|COD||
8618|CA-2019-165918|2019-09-10|2019-09-14|Standard Class|BD-11770|Bryan Davis|Consumer|United States|Edmonds|Washington|West|OFF-BI-10004826|Office Supplies|Binders|JM Magazine Binder|39.624000549316406|3|13.868399620056152|#N/A|COD||
8619|CA-2020-117513|2020-03-03|2020-03-08|Standard Class|BT-11395|Bill Tyler|Corporate|United States|Los Angeles|California|West|FUR-TA-10001520|Furniture|Tables|Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table|426.6719970703125|7|-14.987700462341309|1|COD||
8620|CA-2020-132437|2020-09-08|2020-09-13|Second Class|EM-14095|Eudokia Martin|Corporate|United States|New York City|New York|East|OFF-ST-10001031|Office Supplies|Storage|Adjustable Personal File Tote|165.1199951171875|4|16.93120002746582|#N/A|COD||
8621|US-2020-119319|2020-11-06|2020-11-09|Second Class|LC-17050|Liz Carlisle|Consumer|United States|Dallas|Texas|Central|FUR-FU-10003878|Furniture|Furnishings|"Linden 10"" Round Wall Clock, Black"|164.55999755859375|5|-19.86400032043457|#N/A|COD||
8622|CA-2020-104318|2020-05-13|2020-05-18|Standard Class|FH-14275|Frank Hawley|Corporate|United States|Franklin|Tennessee|South|OFF-AP-10000358|Office Supplies|Appliances|Fellowes Basic Home/Office Series Surge Protectors|104.76799774169922|2|2.336400032043457|#N/A|COD||
8623|US-2019-114230|2019-11-27|2019-12-01|Standard Class|CM-12235|Chris McAfee|Consumer|United States|Phoenix|Arizona|West|OFF-ST-10000876|Office Supplies|Storage|Eldon Simplefile Box Office|39.80799865722656|4|3.980799913406372|#N/A|COD||
8632|CA-2019-107783|2019-07-28|2019-07-29|First Class|OT-18730|Olvera Toch|Consumer|United States|Bethlehem|Pennsylvania|East|FUR-BO-10004409|Furniture|Bookcases|Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray|177.4499969482422|5|-78.0780029296875|#N/A|Online||
8633|CA-2019-107783|2019-07-28|2019-07-29|First Class|OT-18730|Olvera Toch|Consumer|United States|Bethlehem|Pennsylvania|East|OFF-BI-10000545|Office Supplies|Binders|GBC Ibimaster 500 Manual ProClick Binding System|1369.7640380859375|6|-913.176025390625|#N/A|Online||
8634|CA-2019-107783|2019-07-28|2019-07-29|First Class|OT-18730|Olvera Toch|Consumer|United States|Bethlehem|Pennsylvania|East|OFF-AP-10004052|Office Supplies|Appliances|Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk|9.479999542236328|3|0.7110000252723694|#N/A|Online||
8635|CA-2020-159793|2020-08-25|2020-08-29|Standard Class|SV-20365|Seth Vernon|Consumer|United States|Philadelphia|Pennsylvania|East|FUR-BO-10001798|Furniture|Bookcases|Bush Somerset Collection Bookcase|165.97999572753906|2|-89.06639862060547|#N/A|COD||
8638|CA-2020-151281|2020-04-27|2020-05-02|Standard Class|HM-14980|Henry MacAllister|Consumer|United States|Seattle|Washington|West|FUR-FU-10000397|Furniture|Furnishings|Luxo Economy Swing Arm Lamp|152.5800018310547|7|39.082401275634766|#N/A|COD||
8639|CA-2020-118346|2020-07-23|2020-07-24|First Class|PO-19180|Philisse Overcash|Home Office|United States|Kenosha|Wisconsin|Central|TEC-AC-10000736|Technology|Accessories|Logitech G600 MMO Gaming Mouse|410.95001220703125|5|143.98199462890625|#N/A|COD||
8641|US-2020-148551|2020-01-12|2020-01-16|Standard Class|DB-13120|David Bremer|Corporate|United States|Dallas|Texas|Central|OFF-BI-10000545|Office Supplies|Binders|GBC Ibimaster 500 Manual ProClick Binding System|790.97998046875|5|-1141.469970703125|#N/A|Cards||
8642|CA-2020-147767|2020-12-02|2020-12-02|Same Day|SV-20935|Susan Vittorini|Consumer|United States|Peoria|Arizona|West|OFF-BI-10001670|Office Supplies|Binders|Vinyl Sectional Post Binders|163.86000061035156|6|-45.2400016784668|#N/A|COD||
8647|CA-2019-113341|2019-11-25|2019-11-29|Standard Class|MH-17455|Mark Hamilton|Consumer|United States|Los Angeles|California|West|FUR-CH-10004698|Furniture|Chairs|Padded Folding Chairs, Black, 4/Carton|194.3520050048828|3|19.435199737548828|#N/A|Online||
8649|CA-2019-164574|2019-07-29|2019-08-03|Standard Class|RH-19555|Ritsa Hightower|Consumer|United States|Charlotte|North Carolina|South|OFF-ST-10003816|Office Supplies|Storage|Fellowes High-Stak Drawer Files|704.760009765625|5|26.428499221801758|#N/A|Online||
8650|CA-2019-164574|2019-07-29|2019-08-03|Standard Class|RH-19555|Ritsa Hightower|Consumer|United States|Charlotte|North Carolina|South|OFF-BI-10002429|Office Supplies|Binders|Premier Elliptical Ring Binder, Black|27.395999908447266|3|-20.09040069580078|#N/A|Cards||
8659|CA-2019-168361|2019-06-21|2019-06-25|Standard Class|KB-16600|Ken Brennan|Corporate|United States|Chicago|Illinois|Central|OFF-BI-10003727|Office Supplies|Binders|Avery Durable Slant Ring Binders With Label Holder|0.8360000252723694|1|-1.3375999927520752|#N/A|Online||
8660|CA-2019-153185|2019-09-03|2019-09-08|Standard Class|MH-17620|Matt Hagelstein|Corporate|United States|Cincinnati|Ohio|East|OFF-PA-10002246|Office Supplies|Paper|Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book|30.959999084472656|6|11.222999572753906|#N/A|Cards||
8661|CA-2020-124765|2020-11-25|2020-11-30|Standard Class|HZ-14950|Henia Zydlo|Consumer|United States|Fort Lauderdale|Florida|South|FUR-BO-10003965|Furniture|Bookcases|O'Sullivan Manor Hill 2-Door Library in Brianna Oak|768.9199829101562|5|-81.44100189208984|#N/A|Online||
8665|CA-2020-126634|2020-03-30|2020-04-01|Second Class|AB-10165|Alan Barnes|Consumer|United States|Lakewood|California|West|FUR-FU-10004973|Furniture|Furnishings|Flat Face Poster Frame|121.19999694824219|5|39.56399917602539|#N/A|COD||
8666|CA-2019-118500|2019-11-17|2019-11-18|First Class|HJ-14875|Heather Jas|Home Office|United States|San Francisco|California|West|OFF-SU-10004231|Office Supplies|Supplies|Acme Tagit Stainless Steel Antibacterial Scissors|49.5|5|13.364999771118164|#N/A|Online||
8667|CA-2019-163951|2019-12-30|2020-01-02|First Class|CJ-11875|Carl Jackson|Corporate|United States|Philadelphia|Pennsylvania|East|OFF-AR-10004269|Office Supplies|Art|Newell 31|16.520000457763672|5|1.6519999504089355|#N/A|COD||
8668|CA-2019-149916|2019-12-22|2019-12-24|Second Class|ED-13885|Emily Ducich|Home Office|United States|Seattle|Washington|West|OFF-BI-10004002|Office Supplies|Binders|Wilson Jones International Size A4 Ring Binders|55.36000061035156|4|19.375999450683594|#N/A|COD||
8669|CA-2019-149916|2019-12-22|2019-12-24|Second Class|ED-13885|Emily Ducich|Home Office|United States|Seattle|Washington|West|TEC-MA-10000752|Technology|Machines|Texas Instrument TI-15 Fraction Calculator|11.5600004196167|1|3.756999969482422|#N/A|COD||
8673|CA-2020-163265|2020-02-16|2020-02-21|Standard Class|JS-16030|Joy Smith|Consumer|United States|Decatur|Illinois|Central|OFF-FA-10004854|Office Supplies|Fasteners|Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box|94.36799621582031|2|6.19920015335083|#N/A|Cards||
8674|CA-2020-163265|2020-02-16|2020-02-21|Standard Class|JS-16030|Joy Smith|Consumer|United States|Decatur|Illinois|Central|FUR-CH-10004063|Furniture|Chairs|Global Deluxe High-Back Manager's Chair|631.5579833984375|3|-8.579400062561035|#N/A|Online||
8675|CA-2020-163265|2020-02-16|2020-02-21|Standard Class|JS-16030|Joy Smith|Consumer|United States|Decatur|Illinois|Central|OFF-ST-10000642|Office Supplies|Storage|Tennsco Lockers, Gray|156.3520050048828|3|-8.18220043182373|#N/A|Online||
8676|CA-2020-163265|2020-02-16|2020-02-21|Standard Class|JS-16030|Joy Smith|Consumer|United States|Decatur|Illinois|Central|OFF-AR-10004078|Office Supplies|Art|Newell 312|134.03199768066406|6|3.503999948501587|#N/A|Online||
8677|CA-2020-163265|2020-02-16|2020-02-21|Standard Class|JS-16030|Joy Smith|Consumer|United States|Decatur|Illinois|Central|FUR-FU-10004270|Furniture|Furnishings|"Executive Impressions 13"" Clairmont Wall Clock"|110.69200134277344|1|-3.653700113296509|#N/A|COD||
8678|CA-2020-141705|2020-10-24|2020-10-26|First Class|PO-18850|Patrick O'Brill|Consumer|United States|Mansfield|Texas|Central|FUR-TA-10004607|Furniture|Tables|Hon 2111 Invitation Series Straight Table|531.405029296875|5|-81.30650329589844|#N/A|COD||
8679|CA-2019-112739|2019-09-02|2019-09-07|Second Class|RD-19810|Ross DeVincentis|Home Office|United States|Houston|Texas|Central|OFF-BI-10001132|Office Supplies|Binders|"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11"""|8.607999801635742|8|-13.342399597167969|#N/A|Cards||
